sample	leaf	side	label	DII_mean	DII_median	DII_min	DII_max	mDII_mean	mDII_median	mDII_min	mDII_max	mean_ratio	median_ratio	min_ratio	max_ratio	size	solidity
12	left	ab	1	0.143575635098	0.127629648115	0.0242243241465	0.339863652205	0.387594821065	0.317794806301	0.129842486164	0.975734355045	0.370427124655	0.401610239012	0.186567007935	0.348315758739	63.8159083305	0.866666666667
12	left	ab	2	0.10986391972	0.106117002045	0.0341671437589	0.214403346551	0.287603268678	0.258727117923	0.141123882503	0.606428267348	0.381998160955	0.410150288446	0.242107453061	0.353551043206	21.2997034323	0.844884488449
12	left	ab	3	0.0320777028754	0.0316362442212	0.00379634930654	0.0799041139758	0.262055571523	0.244572158365	0.140911025968	0.550234142188	0.122408017082	0.12935341632	0.0269414638099	0.145218385864	154.173243985	0.800777873812
12	left	ab	4	0.125375233401	0.126906533962	0.0236819885313	0.22018825978	0.249734711892	0.245423584504	0.0900383141762	0.418475947212	0.502033667851	0.517091844364	0.263021234326	0.526167062281	45.2618697937	0.820512820513
12	left	ab	5	0.207168665124	0.194879264403	0.0661649450569	0.421575551565	0.214748672629	0.201149425287	0.044061302682	0.477011494253	0.96470289007	0.96882834303	1.50165657912	0.883784891232	123.222112435	0.845802398629
12	left	ab	6	0.174186910485	0.16794326218	0.059114582059	0.335524967283	0.261475122729	0.246487867178	0.0704555129842	0.500425713069	0.666170106994	0.681344944492	0.839034158651	0.67047907116	98.5943303411	0.83686440678
12	left	ab	7	0.149427407766	0.135674293074	0.048448648293	0.297199917141	0.280994344098	0.267986377182	0.125159642401	0.514687100894	0.53178083796	0.506273096794	0.387094812382	0.57743805241	29.1206882864	0.841346153846
12	left	ab	8	0.173762294175	0.166135476796	0.0603800318279	0.316723999289	0.277732208491	0.265432098765	0.0570455512984	0.702000851426	0.625646896049	0.625905749789	1.058452946	0.451173240952	88.6100943572	0.804988662132
12	left	ab	9	0.153559048112	0.143176602418	0.0556797898293	0.268456129534	0.247806658474	0.228820774798	0.103022562793	0.492550021286	0.619672808864	0.625715049452	0.540462092186	0.545033231008	61.6526572006	0.777544596013
12	left	ab	10	0.0184990459794	0.0171739611487	0.00415790638336	0.051521883446	0.24583606297	0.231587909749	0.141123882503	0.414431673052	0.0752495209852	0.0741574167981	0.0294628117481	0.124319367452	48.1739386224	0.900466562986
12	left	ab	11	0.154278059177	0.14859995857	0.0491717624467	0.271529364687	0.249688163744	0.23392933163	0.0851426138782	0.491698595147	0.617882949931	0.635234399785	0.577522349936	0.552227253377	61.8190611337	0.904993909866
12	left	ab	12	0.100373775655	0.0927393902027	0.0392289428343	0.199579506401	0.260664734916	0.257982120051	0.105363984674	0.434865900383	0.385068489176	0.359479913509	0.372318330173	0.458944944235	73.9665482475	0.680183626626
12	left	ab	13	0.278505127236	0.241881684388	0.00831581276672	0.721306368243	0.211466391561	0.181140911026	0.0340570455513	0.518944231588	1.31701839323	1.33532332933	0.244173052363	1.38994967925	109.077778124	0.776198934281
12	left	ab	14	0.172806653604	0.164418080681	0.0741192007468	0.306600401138	0.258938087431	0.244146445296	0.0813111962537	0.495104299702	0.667366687221	0.673440403696	0.911549751593	0.619264266787	46.9259091244	0.917073170732
12	left	ab	15	0.117331651845	0.114342425542	0.0468216414474	0.188552015558	0.2728574529	0.275117071094	0.138995317156	0.438910174542	0.43001080087	0.415613706149	0.336857689923	0.429591352616	42.4330029316	0.748898678414
12	left	ab	16	0.252356410085	0.227780958393	0.101778317123	0.572887188211	0.197911077608	0.170710940826	0.0402298850575	0.485312899106	1.27509997487	1.33430790839	2.52991816849	1.18044912729	112.489058752	0.880208333333
12	left	ab	17	0.175724842084	0.162519906028	0.0564029039829	0.387589186344	0.205194231588	0.167518092805	0.0317156236696	0.564708386547	0.856382953478	0.970163301802	1.77839491887	0.686352807179	465.931012582	0.652072659525
12	left	ab	18	0.00555803451688	0.00451946346017	0.0	0.0242243241465	0.234920723542	0.226692209451	0.140911025968	0.398254576415	0.0236591920589	0.0199365627567	0.0	0.0608262292038	45.6778796264	0.842024539877
12	left	ab	19	0.20069966917	0.189636686789	0.0665265021337	0.374753910117	0.244339262524	0.217965091528	0.0487441464453	0.554065559813	0.82139754003	0.870032377474	1.36481007434	0.676371060212	72.4689128499	0.89979338843
12	left	ab	20	0.197489897054	0.18837123702	0.089304597973	0.389758528805	0.222780195663	0.206896551724	0.0474670072371	0.445508727118	0.886478694692	0.91046097893	1.88140359317	0.874861714442	59.98861787	0.739487179487
12	left	ab	21	0.217325417253	0.212053225551	0.1021398742	0.392289428343	0.222867557437	0.206470838655	0.0493827160494	0.435717326522	0.975132584357	1.0270371687	2.06833245255	0.900330109602	34.0296043118	0.803536345776
12	left	ab	22	0.237427680139	0.223080716394	0.101416760046	0.510880149538	0.233912474198	0.207747977863	0.0442741592167	0.583226905066	1.01502786866	1.07380451395	2.29065355143	0.875954358587	211.16659106	0.798866855524
12	left	ab	23	0.302974608835	0.280387513069	0.101959095661	0.655683758802	0.194054487354	0.176245210728	0.0334184759472	0.471264367816	1.56128628081	1.59089436763	3.05097981795	1.3913289516	126.550191096	0.876657060519
12	left	ab	24	0.00381458809083	0.00325401369132	0.0	0.014643061611	0.279598743325	0.237122179651	0.128778203491	1.0	0.0136430802423	0.0137229410429	0.0	0.014643061611	28.0390627215	0.755605381166
12	left	ab	25	0.00251983146392	0.00216934246088	0.0	0.00849659130512	0.308950400083	0.257556406982	0.13282247765	0.862281822052	0.0081561035792	0.00842278585225	0.0	0.0098536129231	20.3844818005	0.798045602606
