sample	leaf	side	label	DII_mean	DII_median	DII_min	DII_max	mDII_mean	mDII_median	mDII_min	mDII_max	mean_ratio	median_ratio	min_ratio	max_ratio	size	solidity
3	right	ab	1	0.0482222860374	0.0329143556642	0.00224780965512	0.189297684527	0.416361931044	0.35549240084	0.12862967997	1.0	0.115818191919	0.0925880710429	0.0174750466271	0.189297684527	45.152060048	0.736131934033
3	right	ab	2	0.0590658029202	0.0463209346787	0.0068237078816	0.205674583443	0.444778893888	0.394106017546	0.128876807117	0.970962560237	0.132798124488	0.117534197948	0.0529475243392	0.211825452253	50.0259076703	0.815592203898
3	right	ab	3	0.128749348002	0.116404428569	0.0539474317228	0.30883299083	0.220111195278	0.188372667738	0.0494254293834	0.544297541085	0.584928666803	0.617947550282	1.09149141233	0.567397365445	38.0711870873	0.790076335878
3	right	ab	4	0.135116605212	0.123308415366	0.0542685473878	0.318867855362	0.189833607202	0.149264796738	0.0373161991845	0.431607562091	0.711763355309	0.826105137053	1.45428925169	0.738791169036	18.4838372091	0.794466403162
3	right	ab	5	0.156914590339	0.142896470932	0.0525024112302	0.422106541664	0.222703125416	0.19757815396	0.0255776597059	0.530087730137	0.704590876513	0.723240237183	2.05266673472	0.796295627434	110.167348142	0.875730994152
3	right	ab	6	0.116167062859	0.111106020096	0.0223978176349	0.27110190019	0.24703143766	0.238971951069	0.0586926973928	0.514395156308	0.470252142642	0.464933309532	0.381611659199	0.527030429556	248.842106904	0.794480328831
3	right	ab	7	0.0290451525656	0.0296229200978	0.00433506147773	0.0556332889641	0.231314449186	0.216483380699	0.12788829853	0.486469788706	0.125565664695	0.136836924858	0.0338972488302	0.11436124145	42.9450347096	0.822183098592
3	right	ab	8	0.00109877077434	0.00068237078816	0.0	0.00730538137913	0.257420454506	0.214877054244	0.101569257383	0.689114049178	0.00426838953589	0.00317563357595	0.0	0.0106011209434	19.6793092674	0.690322580645
3	right	ab	9	0.127408529068	0.122907020785	0.0539474317228	0.25568834827	0.195000335631	0.182874088719	0.0531323365872	0.384653404176	0.653375947561	0.672085485955	1.01534084868	0.664723996963	132.881317249	0.876288659794
3	right	ab	10	0.150565149837	0.13695583113	0.0434308936935	0.347366870632	0.216717548427	0.192759174595	0.0380575806252	0.527369331521	0.694752921164	0.710502270085	1.14118903462	0.658678557644	88.5568917032	0.787408013083
