sample	leaf	side	label	DII_mean	DII_median	DII_min	DII_max	mDII_mean	mDII_median	mDII_min	mDII_max	mean_ratio	median_ratio	min_ratio	max_ratio	size	solidity
5	right	ad	1	0.00474023304185	0.00378103475774	0.0	0.0160260372301	0.257549925643	0.17728250478	0.093809751434	0.923757170172	0.0184051035154	0.021327737683	0.0	0.0173487554387	22.8752563891	0.733695652174
5	right	ad	2	0.00786259518557	0.00492575170274	0.0	0.0293463798628	0.234690170373	0.188635277247	0.093690248566	0.746773422562	0.0335020217212	0.026112569052	0.0	0.0392975686817	54.9006153339	0.654545454545
5	right	ad	3	0.00589209078867	0.00339946244274	0.0	0.0315664369683	0.250047706679	0.200167304015	0.093809751434	0.73948374761	0.0235638665395	0.016983105505	0.0	0.0426871274322	21.4349624683	0.702777777778
5	right	ad	4	0.0161311953519	0.0110309087428	0.0	0.0740944058948	0.195903200707	0.173159655832	0.0860420650096	0.68690248566	0.0823426840073	0.0637036883088	0.0	0.107867430154	174.783903447	0.739161590828
5	right	ad	5	0.0740493887283	0.0577908615266	0.0141528640473	0.247883251182	0.28386025128	0.206142447419	0.0516252390057	0.935468451243	0.260865649186	0.280344306814	0.274146218398	0.264983015571	79.3856119874	0.851818181818
5	right	ad	6	0.0961957042479	0.0774938683375	0.026571308481	0.298736434254	0.218388739685	0.159715583174	0.0376434034417	0.73207456979	0.440479231606	0.485199169658	0.705868918632	0.408068312412	25.7558442307	0.819407008086
5	right	ad	7	0.00648098278401	0.00471762134911	0.0	0.0212986728555	0.279251206547	0.234285372849	0.093690248566	1.0	0.0232084325226	0.0201362180308	0.0	0.0212986728555	56.2561860829	0.817733990148
5	right	ad	8	0.109167286243	0.0861659664058	0.0201192675183	0.337032419323	0.171846971105	0.143642447419	0.0265296367113	0.586520076482	0.635258716177	0.599864232016	0.758369507174	0.574630661144	224.770574816	0.837172609656
5	right	ad	9	0.00654106270414	0.00506450527184	0.000277507138183	0.0249062656519	0.259104472334	0.20763623327	0.093690248566	0.938695028681	0.0252448853747	0.0243912403538	0.00296196394428	0.0265328619956	33.2114833501	0.827004219409
5	right	ad	10	0.0773425663688	0.068648328308	0.0157485300919	0.246773222629	0.219171986739	0.192280114723	0.0326242829828	0.592256214149	0.352885272975	0.357022505457	0.482724175124	0.416666329088	81.5036912827	0.846086191733
5	right	ad	11	0.027596385869	0.0263978665196	0.00201192675183	0.063063497152	0.240266125571	0.221199808795	0.093809751434	0.515057361377	0.114857580541	0.119339463553	0.0214468828781	0.122439755027	83.0287083753	0.869565217391
5	right	ad	12	0.0219673294888	0.0186623550428	0.0016650428291	0.0661854524566	0.222598461164	0.197299235182	0.093690248566	0.538479923518	0.098685900046	0.0945890896415	0.0177717836657	0.122911643621	114.461005117	0.756015668719
5	right	ad	13	0.0883575837583	0.0729843773421	0.0234493531764	0.219300015949	0.160463145176	0.130497131931	0.0326242829828	0.459966539197	0.550640981525	0.559279550914	0.718769917145	0.476773846054	87.0106974505	0.808025177026
5	right	ad	14	0.0211102977746	0.0195642532419	0.00104065176819	0.0551545437138	0.214204202	0.186663479924	0.093690248566	0.575884321224	0.0985522112898	0.104810288814	0.011107364791	0.0957736505078	75.5730692559	0.81684981685
5	right	ad	15	0.00504973963381	0.00464824456456	0.000416260707274	0.0145691247546	0.155594791395	0.148661567878	0.0939292543021	0.277605162524	0.0324544259388	0.0312672914118	0.00443164071052	0.0524814618797	54.1381067876	0.818181818182
5	right	ad	16	0.0150293611354	0.0142222408319	0.00173441961364	0.0319826976756	0.145304822556	0.136233269598	0.093690248566	0.258006692161	0.103433326375	0.104396237966	0.0185122746517	0.12396072911	37.0240260816	0.888211382114
5	right	ad	17	0.0073154326093	0.00617453382457	6.93767845457e-05	0.0245593817292	0.192470703606	0.185408699809	0.093809751434	0.370578393881	0.0380080317276	0.0333022874921	0.00073954768545	0.0662731074846	72.3535887271	0.777070063694
5	right	ad	18	0.012943368461	0.00964337305185	0.00111002855273	0.0609821936157	0.2520684261	0.218331739962	0.093690248566	0.640415869981	0.0513486304541	0.0441684431844	0.0118478557771	0.0952228020481	79.8939510183	0.801870748299
5	right	ad	19	0.037588838625	0.0312889298301	0.00180379639819	0.127375776426	0.212561180801	0.190248565966	0.0727772466539	0.500717017208	0.176837739061	0.164463420112	0.0247851695567	0.254386753492	104.124778156	0.792903225806
5	right	ad	20	0.0807372938719	0.0619534685993	0.0316358137528	0.238101124561	0.100410922143	0.0844885277247	0.0199569789675	0.300430210325	0.804068841804	0.733276697651	1.58520053583	0.792533894322	24.1461039663	0.823699421965
5	right	ad	21	0.00103048134951	0.000901898199094	0.0	0.00416260707274	0.133109301953	0.127688814532	0.093690248566	0.204469407266	0.00774161786133	0.00706325140853	0.0	0.0203580923347	32.364251632	0.870159453303
5	right	ad	22	0.0219018801654	0.0210905425019	0.00360759279638	0.0518938348402	0.208341977852	0.19060707457	0.093690248566	0.440965583174	0.105124662784	0.110649316399	0.0385055312756	0.117682279117	77.6911485512	0.796006944444
5	right	ad	23	0.0215637056914	0.0210211657173	0.00333008565819	0.0407241725283	0.161102779664	0.140296367113	0.093690248566	0.365200764818	0.133850612239	0.149833998912	0.0355435673313	0.111511739436	95.6524609752	0.762322754895
5	right	ad	24	0.0376730169246	0.0370818913397	0.0140141104782	0.0671567274402	0.160984671836	0.15565248566	0.0800669216061	0.289913957935	0.234016173683	0.238235137605	0.175029964898	0.231643650132	152.840601948	0.802491103203
